job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings,weighted_score,skill_level,hiring_score,job_readiness_level
1117,Data Scientist,Enterprise,E-commerce,India,Onsite,Mid,3,Master,0,0,1,0,0,88854,May,2025,High,7,3,Low,10,Not Ready
1118,Machine Learning Engineer,Enterprise,Finance,UK,Onsite,Senior,2,Master,1,0,0,1,1,168565,Mar,2023,Low,4,7,Medium,60,Moderate
1119,Machine Learning Engineer,Medium,Healthcare,Singapore,Onsite,Senior,2,Bachelor,1,0,0,1,1,169879,Aug,2024,Low,4,7,Medium,60,Moderate
1120,Business Analyst,Startup,Education,Singapore,Remote,Entry,1,PhD,1,0,1,0,1,74111,Aug,2020,High,7,7,Medium,60,Moderate
1121,Data Analyst,Enterprise,Healthcare,UK,Remote,Senior,4,Bachelor,0,1,0,0,1,107011,Oct,2024,Low,5,3.5,Low,15,Not Ready
1122,Data Engineer,Startup,Retail,Australia,Onsite,Mid,14,Master,1,1,0,0,1,82584,Apr,2026,Medium,1,5.5,Medium,50,Moderate
1123,Machine Learning Engineer,Enterprise,Education,Canada,Hybrid,Senior,0,Master,1,1,1,1,1,177025,Jul,2022,High,8,11.5,High,120,Highly Ready
1124,Data Engineer,Startup,Education,Canada,Remote,Entry,11,Master,0,1,0,0,1,62351,Nov,2025,High,8,3.5,Low,15,Not Ready
1125,Machine Learning Engineer,Enterprise,Healthcare,Germany,Remote,Mid,8,PhD,1,0,1,0,0,127652,Apr,2024,Medium,2,5,Medium,45,Beginner
1126,Machine Learning Engineer,Startup,Finance,India,Onsite,Entry,14,Bachelor,1,1,0,0,1,96965,Dec,2021,High,9,5.5,Medium,50,Moderate
1127,Data Engineer,Enterprise,Technology,Germany,Remote,Senior,12,PhD,1,0,0,0,0,95184,Jan,2021,Medium,1,2,Low,20,Not Ready
1128,Machine Learning Engineer,Medium,Education,Singapore,Onsite,Entry,1,PhD,1,0,0,1,1,118724,Nov,2020,High,9,7,Medium,60,Moderate
1129,Data Engineer,Medium,Technology,USA,Remote,Senior,11,Master,1,0,0,1,0,119174,Jul,2024,High,8,5,Medium,45,Beginner
1130,Data Analyst,MNC,Retail,UK,Hybrid,Entry,0,PhD,0,1,1,0,0,81932,Dec,2023,Low,2,4.5,Low,25,Not Ready
1131,Machine Learning Engineer,MNC,Finance,India,Hybrid,Senior,11,Bachelor,1,1,1,0,0,179592,Jul,2021,Medium,1,6.5,Medium,60,Moderate
1132,Machine Learning Engineer,Startup,E-commerce,Canada,Hybrid,Mid,11,Bachelor,0,1,1,1,1,155054,May,2024,High,5,9.5,High,75,Highly Ready
1133,Data Analyst,Enterprise,Retail,India,Remote,Mid,1,PhD,0,1,0,0,0,75905,May,2022,Low,5,1.5,Low,0,Not Ready
1134,AI Engineer,Startup,Healthcare,Germany,Remote,Entry,13,Bachelor,0,0,1,0,0,107077,Mar,2023,Medium,1,3,Low,10,Not Ready
1135,Data Scientist,MNC,Finance,Canada,Hybrid,Senior,6,Master,1,0,1,0,1,142804,Jan,2020,Low,4,7,Medium,60,Moderate
1136,Data Scientist,Startup,Healthcare,Australia,Onsite,Senior,1,Master,0,1,0,0,1,110447,Jul,2020,Low,3,3.5,Low,15,Not Ready
1137,Data Analyst,Startup,Healthcare,Germany,Onsite,Senior,10,Bachelor,0,1,0,1,1,129732,Apr,2024,Medium,2,6.5,Medium,40,Beginner
1138,Machine Learning Engineer,Medium,Technology,Singapore,Hybrid,Entry,0,Bachelor,1,1,1,1,0,118179,Jan,2023,High,5,9.5,High,95,Highly Ready
1139,AI Engineer,MNC,Education,Germany,Remote,Entry,0,Bachelor,1,1,0,0,0,112008,Dec,2026,Low,3,3.5,Low,35,Beginner
1140,Data Analyst,Medium,Healthcare,India,Remote,Entry,11,Bachelor,1,1,0,1,1,70933,Mar,2022,Medium,4,8.5,High,75,Highly Ready
1141,Business Analyst,MNC,Technology,UK,Hybrid,Senior,6,PhD,1,0,1,1,1,162862,Feb,2024,High,8,10,High,95,Highly Ready
1142,Data Scientist,Startup,Technology,Germany,Remote,Mid,3,PhD,1,0,0,0,0,76958,Oct,2026,Low,5,2,Low,20,Not Ready
1143,Data Engineer,Enterprise,Education,Singapore,Onsite,Mid,1,Master,1,1,1,1,1,115785,Jul,2026,High,7,11.5,High,120,Highly Ready
1144,Business Analyst,Startup,Education,India,Remote,Entry,0,Master,1,0,0,0,1,60203,Mar,2025,High,8,4,Low,35,Beginner
1145,Data Engineer,Startup,E-commerce,India,Onsite,Mid,7,Bachelor,1,1,1,0,1,104916,Jan,2020,High,8,8.5,High,75,Highly Ready
1146,Machine Learning Engineer,Medium,E-commerce,USA,Onsite,Senior,1,Bachelor,0,1,1,1,1,179016,May,2021,High,3,9.5,High,75,Highly Ready
1147,AI Engineer,Startup,Technology,UK,Remote,Entry,0,PhD,1,0,1,1,0,120766,Nov,2020,High,4,8,High,80,Highly Ready
1148,Data Scientist,Startup,Technology,Germany,Remote,Mid,1,Master,0,0,1,0,0,89918,Sep,2020,High,9,3,Low,10,Not Ready
1149,Business Analyst,MNC,E-commerce,UK,Onsite,Senior,10,Master,1,0,1,0,0,136731,Apr,2025,High,7,5,Medium,45,Beginner
1150,Business Analyst,MNC,Education,Australia,Remote,Entry,11,PhD,0,1,1,1,1,108119,Dec,2026,High,5,9.5,High,75,Highly Ready
1151,Machine Learning Engineer,Medium,E-commerce,Australia,Onsite,Entry,13,Bachelor,1,1,1,0,1,116989,Aug,2026,Medium,1,8.5,High,75,Highly Ready
1152,Machine Learning Engineer,Enterprise,Finance,USA,Onsite,Entry,10,Master,1,0,1,1,1,133011,Nov,2020,High,6,10,High,95,Highly Ready
1153,Business Analyst,Startup,Education,Germany,Onsite,Entry,12,PhD,1,1,1,0,1,71327,Nov,2025,Medium,2,8.5,High,75,Highly Ready
1154,Data Analyst,Startup,Healthcare,UK,Hybrid,Entry,3,Master,0,1,0,1,1,74004,Nov,2026,Low,5,6.5,Medium,40,Beginner
1155,Data Scientist,MNC,Retail,Canada,Onsite,Entry,9,Bachelor,0,0,1,1,0,98715,Mar,2022,High,9,6,Medium,45,Beginner
1156,Data Scientist,MNC,Healthcare,Australia,Remote,Entry,4,Bachelor,0,1,0,0,1,82962,Aug,2025,Low,4,3.5,Low,15,Not Ready
1157,Business Analyst,Startup,Technology,Singapore,Hybrid,Senior,8,Bachelor,0,1,1,0,0,110629,Jul,2025,Medium,2,4.5,Low,25,Not Ready
1158,Machine Learning Engineer,Medium,Education,USA,Hybrid,Senior,4,PhD,0,0,1,0,1,169966,Oct,2021,High,9,5,Medium,25,Not Ready
1159,AI Engineer,Startup,Retail,Canada,Onsite,Entry,13,Master,0,1,1,1,0,118839,Jul,2022,High,1,7.5,High,60,Moderate
1160,Business Analyst,Medium,Healthcare,Australia,Hybrid,Senior,14,Master,0,0,1,0,1,122555,Feb,2026,Medium,3,5,Medium,25,Not Ready
1161,Data Analyst,Medium,Retail,India,Onsite,Entry,7,Master,0,1,0,0,0,50146,Dec,2023,Low,6,1.5,Low,0,Not Ready
1162,Data Analyst,Medium,Healthcare,Singapore,Hybrid,Entry,10,PhD,0,1,0,1,1,73408,Mar,2020,Medium,4,6.5,Medium,40,Beginner
1163,Machine Learning Engineer,Startup,Healthcare,UK,Onsite,Mid,3,Master,0,1,0,1,0,130091,Oct,2022,Low,1,4.5,Low,25,Not Ready
1164,Data Engineer,Medium,Healthcare,Australia,Remote,Senior,2,Master,0,0,0,0,1,105209,Aug,2025,Low,3,2,Low,0,Not Ready
1165,Data Scientist,Medium,Healthcare,Canada,Onsite,Mid,6,PhD,0,0,0,0,1,89815,Feb,2020,Low,4,2,Low,0,Not Ready
1166,Business Analyst,MNC,Education,India,Remote,Senior,6,Bachelor,1,1,1,1,0,150280,May,2024,High,3,9.5,High,95,Highly Ready
1167,Machine Learning Engineer,Startup,Education,Canada,Remote,Mid,2,Master,0,1,0,0,1,126168,Nov,2021,Low,5,3.5,Low,15,Not Ready
1168,Data Scientist,MNC,Healthcare,Singapore,Remote,Mid,0,Master,1,1,1,0,0,112459,Jan,2022,Low,2,6.5,Medium,60,Moderate
1169,Business Analyst,Medium,Finance,Germany,Hybrid,Senior,13,PhD,0,1,0,1,0,111607,Nov,2021,High,8,4.5,Low,25,Not Ready
1170,Data Engineer,Medium,Retail,Germany,Hybrid,Senior,4,Master,1,0,0,0,1,109925,Nov,2024,Low,2,4,Low,35,Beginner
1171,Data Analyst,Startup,Education,India,Hybrid,Entry,1,Master,1,0,0,1,0,67017,Oct,2023,Low,1,5,Medium,45,Beginner
1172,Machine Learning Engineer,Medium,E-commerce,Canada,Remote,Senior,8,Bachelor,1,1,0,1,0,155279,Jun,2020,High,9,6.5,Medium,60,Moderate
1173,Business Analyst,Enterprise,Education,UK,Remote,Senior,6,Master,0,1,1,1,1,140489,Jan,2026,High,6,9.5,High,75,Highly Ready
1174,Data Analyst,Medium,Technology,Australia,Remote,Entry,4,Master,1,0,1,1,1,90990,Aug,2026,High,6,10,High,95,Highly Ready
1175,Data Engineer,MNC,Finance,India,Onsite,Entry,9,PhD,0,0,0,0,1,83276,Jun,2022,Medium,4,2,Low,0,Not Ready
1176,Business Analyst,Medium,E-commerce,USA,Onsite,Senior,12,Bachelor,0,0,0,1,0,117494,Sep,2021,High,7,3,Low,10,Not Ready
1177,Data Engineer,Startup,Education,USA,Remote,Mid,14,Bachelor,0,1,0,1,0,94184,May,2023,High,8,4.5,Low,25,Not Ready
1178,Business Analyst,MNC,Finance,Singapore,Onsite,Entry,1,Bachelor,0,1,0,1,0,89145,Mar,2022,High,7,4.5,Low,25,Not Ready
1179,Data Analyst,MNC,Finance,India,Remote,Mid,9,Master,0,1,0,1,0,107749,Sep,2025,Medium,6,4.5,Low,25,Not Ready
1180,Machine Learning Engineer,Startup,Education,UK,Remote,Senior,7,Bachelor,0,0,1,0,1,168306,Apr,2024,High,9,5,Medium,25,Not Ready
1181,Data Engineer,Startup,E-commerce,UK,Hybrid,Mid,12,Master,0,1,1,1,1,118675,Sep,2020,High,7,9.5,High,75,Highly Ready
1182,AI Engineer,Startup,Education,USA,Onsite,Senior,2,Bachelor,1,0,0,0,0,139710,May,2024,Low,1,2,Low,20,Not Ready
1183,Data Engineer,MNC,Finance,Australia,Hybrid,Mid,3,Master,0,0,1,0,1,120620,Oct,2022,Low,1,5,Medium,25,Not Ready
1184,AI Engineer,MNC,E-commerce,Germany,Remote,Entry,1,Master,0,1,0,1,1,131561,Oct,2020,Low,6,6.5,Medium,40,Beginner
1185,Business Analyst,Enterprise,Technology,Singapore,Onsite,Mid,0,Master,0,1,0,0,1,86194,Feb,2026,High,7,3.5,Low,15,Not Ready
1186,Data Analyst,MNC,Technology,Australia,Onsite,Mid,8,Master,1,1,1,0,0,112263,Oct,2021,Medium,5,6.5,Medium,60,Moderate
1187,Data Analyst,MNC,Healthcare,Singapore,Remote,Senior,2,Master,0,1,1,0,1,146571,Feb,2022,Low,6,6.5,Medium,40,Beginner
1188,AI Engineer,MNC,Finance,Germany,Remote,Entry,7,Master,1,1,0,1,1,136543,May,2022,Low,5,8.5,High,75,Highly Ready
1189,Business Analyst,Medium,E-commerce,Singapore,Onsite,Mid,7,Bachelor,0,0,1,1,1,112271,Aug,2023,High,7,8,High,60,Moderate
1190,Data Engineer,Enterprise,Healthcare,Australia,Remote,Entry,0,PhD,1,0,1,1,1,88462,Mar,2023,High,1,10,High,95,Highly Ready
1191,Data Scientist,Enterprise,Healthcare,Singapore,Onsite,Senior,8,Bachelor,1,0,0,0,0,104470,Nov,2021,Medium,1,2,Low,20,Not Ready
1192,Data Scientist,MNC,Retail,Germany,Remote,Entry,1,Bachelor,0,0,0,0,1,80161,Feb,2026,High,9,2,Low,0,Not Ready
1193,AI Engineer,Medium,Retail,Australia,Hybrid,Entry,13,Master,0,0,1,1,1,126735,Dec,2026,High,9,8,High,60,Moderate
1194,Machine Learning Engineer,MNC,Finance,USA,Remote,Entry,7,PhD,0,0,0,0,0,107499,Jan,2020,Low,5,0,Low,-15,Not Ready
1195,Machine Learning Engineer,Medium,Technology,UK,Hybrid,Entry,14,Bachelor,0,1,1,0,1,114823,Aug,2020,Medium,6,6.5,Medium,40,Beginner
1196,AI Engineer,Startup,Finance,Germany,Remote,Mid,10,PhD,0,0,1,1,0,145311,Dec,2026,High,7,6,Medium,45,Beginner
1197,Data Scientist,Startup,Education,India,Remote,Entry,6,PhD,0,0,1,1,1,87802,Oct,2024,High,3,8,High,60,Moderate
1198,Data Analyst,Enterprise,E-commerce,Germany,Onsite,Senior,14,Master,1,1,0,0,1,105751,Jan,2020,Medium,2,5.5,Medium,50,Moderate
1199,Machine Learning Engineer,Startup,E-commerce,USA,Remote,Entry,8,Bachelor,1,0,1,0,1,115796,Dec,2020,Medium,1,7,Medium,60,Moderate
1200,Machine Learning Engineer,Medium,Retail,Singapore,Hybrid,Entry,9,Bachelor,0,0,1,1,0,123433,Jun,2024,High,8,6,Medium,45,Beginner
1201,Machine Learning Engineer,MNC,Healthcare,Germany,Onsite,Entry,14,Bachelor,1,0,1,1,0,137487,Feb,2023,High,5,8,High,80,Highly Ready
1202,Machine Learning Engineer,MNC,Education,Australia,Remote,Mid,3,PhD,1,1,0,0,1,141154,Nov,2024,Low,2,5.5,Medium,50,Moderate
1203,Data Analyst,MNC,Education,UK,Hybrid,Senior,9,Master,1,0,0,0,1,129760,Nov,2024,Medium,4,4,Low,35,Beginner
1204,Business Analyst,Enterprise,Healthcare,USA,Onsite,Mid,8,Bachelor,0,0,1,1,1,115350,Jun,2021,High,2,8,High,60,Moderate
1205,Machine Learning Engineer,MNC,Technology,UK,Hybrid,Senior,2,Master,1,0,0,0,1,165723,Feb,2021,Low,3,4,Low,35,Beginner
1206,Data Engineer,MNC,Technology,India,Remote,Entry,13,Bachelor,1,0,1,0,0,86347,May,2026,High,7,5,Medium,45,Beginner
1207,Machine Learning Engineer,Medium,Education,Singapore,Onsite,Entry,12,Master,1,0,1,1,0,117296,Nov,2024,High,5,8,High,80,Highly Ready
1208,Data Analyst,Medium,E-commerce,India,Remote,Senior,3,PhD,0,1,0,0,1,113954,May,2023,Low,3,3.5,Low,15,Not Ready
1209,Business Analyst,Medium,Technology,Singapore,Onsite,Mid,14,Bachelor,1,0,0,1,0,87732,Oct,2022,High,9,5,Medium,45,Beginner
1210,Data Engineer,Startup,Technology,Canada,Remote,Entry,12,PhD,0,1,1,0,0,63061,Jun,2023,Medium,5,4.5,Low,25,Not Ready
1211,Data Engineer,Medium,Healthcare,Canada,Remote,Entry,8,Bachelor,0,1,0,1,0,61979,Sep,2024,High,8,4.5,Low,25,Not Ready
1212,Data Analyst,Enterprise,E-commerce,Germany,Onsite,Mid,9,Master,0,0,0,0,0,78741,Jul,2024,Medium,3,0,Low,-15,Not Ready
1213,Data Scientist,Enterprise,Retail,Germany,Hybrid,Mid,5,Master,0,0,0,1,1,96466,Jan,2022,High,9,5,Medium,25,Not Ready
1214,Business Analyst,Startup,Retail,Canada,Remote,Senior,9,PhD,0,0,0,1,0,117349,Mar,2022,Medium,4,3,Low,10,Not Ready
1215,Business Analyst,MNC,Education,UK,Remote,Senior,7,Bachelor,0,1,0,0,0,116017,Feb,2020,Low,2,1.5,Low,0,Not Ready
1216,Data Engineer,MNC,Technology,USA,Onsite,Senior,3,Master,1,1,1,0,1,143680,Apr,2025,Low,3,8.5,High,75,Highly Ready
1217,Data Engineer,MNC,Retail,UK,Onsite,Mid,8,Master,1,1,0,0,1,104116,Jul,2020,Medium,6,5.5,Medium,50,Moderate
1218,AI Engineer,MNC,Education,India,Remote,Senior,3,Master,1,0,0,1,0,175064,May,2025,Low,5,5,Medium,45,Beginner
1219,Data Analyst,MNC,Healthcare,UK,Remote,Senior,13,Bachelor,1,0,0,0,1,127452,Sep,2020,High,7,4,Low,35,Beginner
1220,Machine Learning Engineer,Medium,Healthcare,Germany,Remote,Mid,12,Bachelor,0,0,1,1,1,155279,Dec,2020,High,8,8,High,60,Moderate
1221,Business Analyst,Startup,Technology,Singapore,Hybrid,Senior,8,PhD,0,0,1,0,1,122418,Mar,2025,Medium,2,5,Medium,25,Not Ready
1222,Business Analyst,MNC,Retail,Canada,Hybrid,Mid,10,Bachelor,0,0,1,1,0,121697,Jun,2020,High,5,6,Medium,45,Beginner
1223,Business Analyst,MNC,Education,India,Onsite,Mid,7,Master,0,0,1,1,0,122607,Jul,2026,High,3,6,Medium,45,Beginner
1224,Business Analyst,Medium,Finance,Germany,Hybrid,Senior,10,Master,1,0,1,1,0,132899,Oct,2025,High,6,8,High,80,Highly Ready
1225,AI Engineer,Startup,Finance,India,Remote,Senior,12,Master,1,1,1,1,0,172928,Nov,2021,High,3,9.5,High,95,Highly Ready
1226,Data Scientist,Medium,Education,India,Onsite,Mid,1,PhD,0,1,0,0,1,81165,Jul,2021,Low,6,3.5,Low,15,Not Ready
1227,Business Analyst,Medium,Education,USA,Onsite,Senior,0,Bachelor,1,0,1,1,1,140672,May,2023,High,9,10,High,95,Highly Ready
1228,AI Engineer,MNC,Finance,USA,Onsite,Senior,2,Bachelor,1,1,0,1,1,188535,Nov,2022,Low,2,8.5,High,75,Highly Ready
1229,Machine Learning Engineer,Startup,Retail,India,Onsite,Mid,7,PhD,0,0,0,0,0,113360,Oct,2020,High,8,0,Low,-15,Not Ready
1230,Data Scientist,Medium,Healthcare,Australia,Hybrid,Senior,3,Master,0,0,0,0,0,99787,Mar,2026,Low,1,0,Low,-15,Not Ready
1231,Business Analyst,Startup,Technology,USA,Remote,Mid,12,Master,1,1,1,0,0,89260,May,2024,Medium,4,6.5,Medium,60,Moderate
1232,AI Engineer,MNC,Retail,Germany,Remote,Senior,14,Bachelor,1,0,0,0,0,160404,Jun,2025,Medium,3,2,Low,20,Not Ready
1233,Data Engineer,Enterprise,E-commerce,India,Hybrid,Mid,4,Master,1,0,0,0,1,84398,May,2023,Low,6,4,Low,35,Beginner
1234,AI Engineer,Startup,E-commerce,USA,Onsite,Entry,14,PhD,1,0,0,1,1,119264,Jun,2024,Medium,2,7,Medium,60,Moderate
1235,Data Engineer,Startup,Finance,Canada,Onsite,Mid,12,Bachelor,0,0,0,1,0,93167,Jan,2024,High,9,3,Low,10,Not Ready
1236,Data Engineer,Startup,Healthcare,Australia,Onsite,Senior,5,Bachelor,0,1,0,1,0,111566,Apr,2020,High,8,4.5,Low,25,Not Ready
1237,Business Analyst,Startup,Retail,Germany,Onsite,Entry,14,Master,1,0,1,0,1,72271,Jul,2020,Medium,6,7,Medium,60,Moderate
1238,Data Engineer,MNC,Technology,USA,Onsite,Mid,5,Master,1,1,1,1,0,127595,Mar,2025,High,7,9.5,High,95,Highly Ready
1239,Business Analyst,Enterprise,Technology,Germany,Onsite,Senior,1,Master,0,0,0,1,1,126728,Apr,2026,Low,1,5,Medium,25,Not Ready
1240,Data Analyst,MNC,Finance,Canada,Remote,Senior,14,Bachelor,1,1,1,1,0,152259,Jan,2022,High,7,9.5,High,95,Highly Ready
1241,Data Analyst,Enterprise,Education,Singapore,Hybrid,Senior,10,PhD,1,0,0,0,1,112740,Aug,2024,Medium,6,4,Low,35,Beginner
1242,Business Analyst,Medium,Retail,UK,Remote,Entry,4,PhD,0,0,0,0,1,56120,Jan,2021,High,9,2,Low,0,Not Ready
1243,AI Engineer,MNC,Retail,Singapore,Remote,Entry,14,Bachelor,1,1,1,1,1,147413,Sep,2026,High,2,11.5,High,120,Highly Ready
1244,AI Engineer,Startup,Healthcare,USA,Hybrid,Senior,8,Master,0,1,1,1,0,168178,Jan,2021,High,1,7.5,High,60,Moderate
1245,Machine Learning Engineer,Enterprise,Technology,Australia,Onsite,Mid,0,Master,1,0,0,1,1,136828,Jul,2025,Low,5,7,Medium,60,Moderate
1246,Machine Learning Engineer,MNC,Finance,Germany,Onsite,Entry,7,Bachelor,1,0,1,1,1,146203,Sep,2023,High,6,10,High,95,Highly Ready
1247,Data Scientist,Medium,Healthcare,USA,Hybrid,Mid,10,PhD,1,0,0,0,1,81244,Jun,2024,Medium,6,4,Low,35,Beginner
1248,Data Engineer,Startup,Healthcare,Australia,Onsite,Mid,7,PhD,1,0,0,1,1,100293,Jul,2026,Low,1,7,Medium,60,Moderate
1249,AI Engineer,Medium,Retail,Germany,Hybrid,Senior,5,Bachelor,1,1,1,0,1,163630,Dec,2020,High,9,8.5,High,75,Highly Ready
1250,Data Scientist,Medium,Technology,Singapore,Remote,Senior,1,Bachelor,1,0,0,1,0,112155,Dec,2020,Low,4,5,Medium,45,Beginner
1251,Data Analyst,Enterprise,Healthcare,Singapore,Remote,Mid,3,PhD,1,0,0,1,0,90412,Feb,2023,High,8,5,Medium,45,Beginner
1252,Data Engineer,Medium,Education,Singapore,Onsite,Mid,6,Bachelor,0,0,0,0,1,82783,Jun,2025,Low,5,2,Low,0,Not Ready
1253,Data Scientist,Startup,Finance,Germany,Onsite,Entry,14,Master,1,0,1,0,1,77549,Sep,2026,High,8,7,Medium,60,Moderate
1254,Data Engineer,Enterprise,Technology,India,Remote,Entry,3,PhD,1,0,1,1,0,77045,Mar,2020,High,6,8,High,80,Highly Ready
1255,AI Engineer,Startup,Healthcare,UK,Hybrid,Entry,8,Master,0,1,1,0,1,119417,Aug,2021,Medium,4,6.5,Medium,40,Beginner
1256,Data Engineer,Medium,Education,UK,Onsite,Entry,7,Master,0,0,1,0,0,64364,Dec,2024,Low,4,3,Low,10,Not Ready
1257,Data Scientist,Startup,Education,UK,Onsite,Mid,3,PhD,1,0,1,0,1,97669,Apr,2021,Low,2,7,Medium,60,Moderate
1258,Data Analyst,Medium,Retail,Germany,Hybrid,Mid,6,Master,0,0,1,0,0,89326,Jan,2020,Low,6,3,Low,10,Not Ready
1259,Data Scientist,Enterprise,E-commerce,Germany,Hybrid,Senior,3,Bachelor,0,0,1,0,1,122279,May,2023,High,8,5,Medium,25,Not Ready
1260,Data Scientist,Enterprise,Finance,India,Hybrid,Mid,4,Master,1,0,0,1,0,85949,Jun,2021,Low,3,5,Medium,45,Beginner
1261,Data Analyst,MNC,Technology,Singapore,Onsite,Senior,8,Bachelor,1,1,1,0,0,136015,Sep,2021,Medium,4,6.5,Medium,60,Moderate
1262,Business Analyst,Medium,Education,UK,Onsite,Entry,0,Bachelor,1,0,0,1,1,71251,Feb,2021,Low,2,7,Medium,60,Moderate
1263,Machine Learning Engineer,Enterprise,Education,Germany,Onsite,Mid,9,PhD,1,1,0,1,1,140681,Dec,2025,Medium,3,8.5,High,75,Highly Ready
1264,Data Engineer,Startup,Technology,Australia,Hybrid,Entry,11,PhD,0,0,0,1,1,77084,Aug,2024,High,9,5,Medium,25,Not Ready
1265,Data Analyst,Startup,Technology,India,Hybrid,Mid,14,Bachelor,0,1,0,1,0,87866,Jul,2024,Medium,6,4.5,Low,25,Not Ready
1266,Business Analyst,Startup,Finance,Australia,Remote,Mid,13,PhD,1,0,1,1,0,107309,Apr,2021,High,4,8,High,80,Highly Ready
1267,Data Analyst,Enterprise,Healthcare,UK,Hybrid,Senior,14,Bachelor,0,1,0,1,1,125271,Jul,2023,Medium,2,6.5,Medium,40,Beginner
1268,Business Analyst,Medium,Healthcare,Australia,Hybrid,Mid,14,Bachelor,0,1,1,1,0,107551,Nov,2024,High,3,7.5,High,60,Moderate
1269,Business Analyst,Startup,Education,Singapore,Hybrid,Senior,3,PhD,1,1,1,1,0,132983,Jan,2026,High,7,9.5,High,95,Highly Ready
1270,Data Analyst,MNC,Technology,Canada,Remote,Senior,9,Master,1,1,0,1,1,141925,Apr,2026,High,8,8.5,High,75,Highly Ready
1271,AI Engineer,Startup,Education,Singapore,Onsite,Mid,4,Bachelor,1,0,0,1,1,144819,Oct,2024,Low,2,7,Medium,60,Moderate
1272,Machine Learning Engineer,Medium,Retail,Canada,Onsite,Entry,13,Bachelor,0,1,1,0,0,109910,May,2023,Medium,3,4.5,Low,25,Not Ready
1273,Data Engineer,Medium,Education,Australia,Remote,Entry,12,Master,0,0,0,1,1,71794,Dec,2025,Medium,1,5,Medium,25,Not Ready
1274,Data Engineer,Enterprise,Education,UK,Onsite,Entry,14,Master,1,0,1,0,0,69742,Feb,2020,Medium,4,5,Medium,45,Beginner
1275,Data Analyst,Enterprise,E-commerce,USA,Onsite,Entry,3,Bachelor,1,0,0,0,1,60171,Jun,2025,High,7,4,Low,35,Beginner
1276,Data Analyst,Enterprise,Education,Canada,Hybrid,Senior,8,Bachelor,0,1,1,1,1,135978,Jun,2021,High,2,9.5,High,75,Highly Ready
1277,Data Scientist,MNC,Technology,Canada,Hybrid,Mid,9,Master,0,1,1,0,0,108266,Oct,2023,Medium,4,4.5,Low,25,Not Ready
1278,Machine Learning Engineer,Enterprise,Technology,Australia,Remote,Mid,1,Master,1,0,0,1,1,138415,Jan,2020,High,8,7,Medium,60,Moderate
1279,Business Analyst,MNC,Healthcare,Germany,Onsite,Entry,12,Bachelor,0,1,1,1,0,100479,May,2022,High,2,7.5,High,60,Moderate
1280,Data Engineer,Startup,Finance,Australia,Onsite,Senior,10,PhD,0,1,1,1,1,142909,Feb,2026,High,7,9.5,High,75,Highly Ready
1281,AI Engineer,Startup,Education,UK,Onsite,Mid,3,Bachelor,0,1,0,0,0,113528,Aug,2026,Low,2,1.5,Low,0,Not Ready
1282,Machine Learning Engineer,Enterprise,Retail,India,Hybrid,Entry,12,Master,1,0,0,0,0,87948,Apr,2025,Medium,4,2,Low,20,Not Ready
1283,Business Analyst,Medium,E-commerce,Singapore,Onsite,Entry,1,Master,1,0,1,0,1,79945,Oct,2020,High,7,7,Medium,60,Moderate
1284,Business Analyst,MNC,Finance,Singapore,Onsite,Mid,9,Bachelor,0,0,1,1,1,133772,Jun,2025,High,1,8,High,60,Moderate
1285,AI Engineer,MNC,Education,India,Remote,Senior,3,Master,0,0,1,1,0,188389,Oct,2022,High,5,6,Medium,45,Beginner
1286,Machine Learning Engineer,Startup,Finance,Canada,Hybrid,Entry,8,Master,0,0,1,0,1,111314,Jun,2022,Medium,4,5,Medium,25,Not Ready
1287,Data Analyst,Startup,Retail,India,Hybrid,Senior,6,Bachelor,0,1,1,0,0,119327,Sep,2021,High,8,4.5,Low,25,Not Ready
1288,Data Engineer,Startup,Healthcare,UK,Remote,Mid,8,Bachelor,1,1,1,1,0,106497,Jan,2023,High,3,9.5,High,95,Highly Ready
1289,Machine Learning Engineer,Medium,Education,India,Remote,Senior,4,PhD,1,0,0,0,0,143964,Jul,2021,Low,4,2,Low,20,Not Ready
1290,Data Analyst,MNC,Healthcare,UK,Hybrid,Entry,11,Bachelor,1,1,1,1,1,108439,Jun,2021,High,8,11.5,High,120,Highly Ready
1291,Business Analyst,Enterprise,E-commerce,India,Hybrid,Senior,1,Bachelor,0,1,1,0,0,112753,Jun,2024,Low,1,4.5,Low,25,Not Ready
1292,Data Analyst,Startup,Finance,India,Hybrid,Mid,5,Master,0,1,0,0,0,74539,Oct,2022,Low,4,1.5,Low,0,Not Ready
1293,Business Analyst,Medium,Healthcare,Singapore,Onsite,Senior,0,Master,1,0,1,0,0,117592,Oct,2023,Low,1,5,Medium,45,Beginner
1294,AI Engineer,MNC,Technology,Singapore,Remote,Mid,1,Bachelor,0,0,0,1,1,155891,May,2021,Low,3,5,Medium,25,Not Ready
1295,Data Engineer,MNC,E-commerce,USA,Remote,Entry,4,Master,1,0,0,0,0,74177,Sep,2022,Low,5,2,Low,20,Not Ready
1296,Business Analyst,Enterprise,E-commerce,Germany,Remote,Mid,3,PhD,0,0,1,0,1,99313,Sep,2021,Low,2,5,Medium,25,Not Ready
